nngc 快到
ohgu 火上弄冰
ohia 粘满
ohig 粘滞
ohii 火上浇油
ohiy 粘液
ohj 焯
ohjh 焯
ohk 粘
ohkg 粘
ohlp 粘连
ohmh 粘贴
ohnt 粘性
ohpb 数目字
ohqh 火眼金睛
ohrf 粘质
ohtm 粘稠
ohwg 粘合
ohwy 粘住
ohxf 粘结
ohxw 断点续传
ohya 粘度
ohyj 粘剂
oi 炒
oiae 炒菜
oidm 炒面
oiem 炒股
oifa 烟消云散
oifn 炒卖
oigc 炒至
oigj 炒更
oiia 炒汇
oijh 糊涂虫
oimt 糊涂账
oiog 火光烛天
oios 煤油灯
oioy 炒米
oipe 炒家
oiqk 炒锅
oiqn 炒饭
oiqt 烟波钓徒
oiqy 炒勺
oirh 炒掉
oisf 炒票
oit 炒
oitt 炒
oiwt 炒作
oiwx 炒货
oiyb 炒熟
oiym 炒高
oj 烛
oja 爆
ojaa 焊工
ojai 爆
ojat 数易其稿
ojaw 烛花
ojbm 爆出
ojck 烛台
ojdd 火冒三丈
ojdg 火电厂
ojdh 爆破
ojec 爆胎
ojf 焊
ojfh 焊
ojga 爆开
ojgq 爆裂
ojia 爆满
ojih 烛泪
ojiq 烛光
ojjv 烛照
ojl 熳
ojlc 熳
ojnt 爆发
ojoi 糊里糊涂
ojoo 烛火
ojoq 爆燃
ojot 爆炸
ojou 爆料
ojpd 焊割
ojqj 焊锡
ojru 焊接
ojse 爆棚
ojsw 焊枪
ojtp 焊管
ojts 焊条
ojtt 爆竹
oju 煜
ojug 煜
ojuw 爆冷
ojxf 精明强干
ojxt 焊缝
ojxx 焊丝
ojy 烛
ojyj 焊剂
ok 炽
okbs 火中取栗
okdn 炽盛
okdx 粗中有细
okgq 炽烈
okk 燥
okks 燥
okng 炽情
okrl 精忠报国
okrv 炽热
okw 炽
okwy 炽
ol 烟
olaj 烟草 烟幕
olau 烟蒂
olaw 烟花
olck 烟台
old 烟
oldd 烟碱
oldo 烟灰
oldy 烟
olfc 烟云
olfg 烟雨
olfn 烟霞
olft 烟雾
olfy 烟霭
olg 煨
olge 煨
olhk 火力点
olhw 烟具
olif 烟尘
olih 烟波
olis 烟酒
olit 烟海
olkf 烟叶
olkh 烟嘴
olna 烟民
oloa 烟煤
oloo 烟火
olpe 烟农
olpt 烟客
olqc 烟色
olqg 烟钱
olqk 烟锅
olrm 烟缸
olrn 烟气
olrq 烟鬼
olsf 烟杆
olsg 烟酸
olsq 烟柳
olsw 烟枪
oltg 烟熏
oltl 烟囱
oltm 烟筒
olub 烟瘾
olud 烟头
oluf 烟斗
oluh 火车站
olul 数罪并罚
oluu 烟瘴
olwa 烟袋
olwf 粉墨登场
olwg 烟盒
olxq 烟纸
olxx 烟丝
olya 数黑论黄
olyi 精力充沛
om 灿
omdp 料峭春寒
omgq 数见不鲜
omh 灿 籼
omho 煽风点火
omk 炯
omkg 炯
omom 炯炯
omou 灿烂
omoy 籼米
omqd 灿然
omte 籼稻
omxg 精雕细琢
omxq 精雕细镂
omxy 精雕细刻
omyp 数典忘祖
on 断
onaj 灯心草
onbw 断除
ondc 断码
ondg 断石
ondm 断面
ondu 粗心大意
ondx 断垄
ondy 数以万计
oneb 断乳
onef 断肢
onen 断肠
onfc 断魂
onfp 断过
onfq 断无
onga 断开
ongb 断顿
ongf 断壁残垣
ongq 断裂
onh 糈
onhe 糈
onhk 断点
onhw 断齿
onii 断水
onim 焗油
onir 粗心浮气
oniy 断流
onjn 断电
onkh 断路
onkj 断喝
onkk 断口
onlt 爆发力
onmd 断崖
onnf 断层
onnk 断壁 焗
onof 炒买炒卖
onon 断断
onoq 断炊
onoy 断粮
onpg 断定
onpq 燃眉之急
onpv 断案
onqd 断然
onqk 断句
onr 断
onrg 断后 熠
onrh 断
onrn 断气
onrr 断折
onrt 炀
onrx 断指
onsh 断想
onsi 断档
onso 烂尾楼
onst 断桥
onsv 断根
onte 断航
ontf 断壁颓垣
onth 断片
ontk 断种
ontu 断乎
onty 数以千计
onud 断送
onug 糖尿病
onuq 断交
onve 断奶
onw 炔
onwa 断代
onwi 凿壁偷光
onwx 断货
onwy 炔
onxa 灯心绒
onxf 断续
onxg 断线
onxq 断绝
onxy 断弦
ony 烬
onyb 断离
onyg 断语
onyt 断发文身
onyu 烬
onyy 断言
oo 炎
ooag 火葬
ooal 火苗
ooam 炎黄
ooaq 火警
ooat 火攻
ooaw 火花 爆米花
ooax 火药
oob 郯
oobh 郯
oobj 炎阳
oobw 火险
oock 烽火台
oocq 火鸡
oodf 火砖
oodg 火石
oodh 炎夏
oodi 火硝
oodo 数米而炊
oodp 炯炯有神
oodr 凿凿有据
oodx 火龙
ooev 火腿
oofd 郯城
oofn 火场
oofw 火堆
oofy 火坑
ooga 业精于勤
oogf 火球
oogk 火速
oogq 炎烈
oohh 火上
oohv 火眼
oohw 火具
oohx 火柴
ooid 火源
ooii 糊糊涂涂
ooim 火油
ooin 火烫
ooiq 火光
oois 火漆
ooit 火海
ooj 剡
oojf 炎暑
oojh 剡
oojj 炎日
oojn 火电
oojt 火星
ookh 火中
ookk 火器
oolf 烽火四起
oolg 火车
oolt 火力
oolw 火轮
oomd 火炭
oomm 火山
oomq 火网
oong 火情
oont 爆炸性
ooo 火
oooa 火炬 火烧
oood 粘糊糊
ooof 火灶
oooj 火爆
oook 火炽
oooo 火 迷迷糊糊
oooq 火焰
ooot 火烙
ooou 焱
oooy 火炉
oopg 糟糠之妻
oopo 火灾
oopy 火神
ooqa 火钳
ooqg 火印
ooqk 火锅
ooqq 炊烟袅袅
ooqt 火狐
ooqv 火急
ooqy 火鸟
oorc 火把
oorm 火罐
oorn 火气
oorp 火控
ooru 火拼
oorv 火热 炎热 火势
oosm 火机
oosw 火枪
oosy 火柱
ootd 火舌
ootk 火种
ootr 爆炸物
ootu 火箭
oou 炎
ooua 火并
ooud 火头
ooug 炎症
ooup 炎帝
oouy 炎凉
oowh 火候
oowt 火伤
oowv 火盆
oowx 火化
ooxa 火红
ooxg 火线
ooxk 火绳
ooxq 火纸
ooxu 燃烧弹
ooxx 断断续续
ooyp 火亮
ooys 火魔
op 迷
opad 迷藏
opai 迷茫
opak 迷惑
opap 迷蒙
opax 迷药
opbb 粽子
opbl 迷阵
opea 迷朦
opencd ^$x[弹出CD]opencd
opes 迷彩
opf 烷
opfc 迷魂
opfd 迷城
opfi 粽
opfo 煊赫
opfq 烷
opft 迷雾
opg 煊
opgg 煊
opgk 熔融
ophh 迷上
ophk 熔点
ophw 迷瞪
opi 迷
opij 迷漫
opiv 迷津
opkh 迷路
opmd 熔岩
opnm 迷惘
opnn 迷局
opoa 熔炼
opoc 烷烃
opod 迷糊
opon 精神焕发
opoy 熔炉
oppk 迷宫
opqd 熔铸
opqe 熔解
opqt 迷狂
oprr 精神抖擞
opru 熔接
oprw 迷失
opsg 迷醉
opss 迷梦
optd 迷乱
opte 迷航
opuc 熔冶
opug 精神病
opuq 熔浆
opvf 迷奸
opw 熔
opwg 迷倒
opwk 熔
opwq 迷你
opwt 迷途
opwu 精神分裂症
opww 迷人
opwx 熔化
opwy 迷信 迷住
opxn 迷幻
opxq 断鹤续凫
opyb 迷离
opyo 迷恋
oq 炮
oqa 遴
oqab 粼
oqap 遴
oqck 炮台
oqd 烯
oqdg 粉饰太平
oqdh 烯
oqdi 燃耗
oqdo 燃 炮灰
oqei 炮膛
oqfa 炮塔
oqfh 燃起
oqfm 炮击
oqfn 炮声
oqgk 炊事
oqgu 焕然一新
oqgx 燃素
oqhk 燃点
oqhv 炮眼
oqhw 炊具
oqi 烁
oqim 燃油
oqiq 粼光
oqiy 烁
oqkk 炮口
oqkt 炮响
oqlc 炮轰
oqlg 炮车
oqm 焕
oqmd 焕
oqmq 灼见
oqn 炮
oqnh 燃眉
oqnn 炮
oqnt 焕发
oqny 焰心
oqoa 燃烧
oqoc 烯烃
oqol 炊烟
oqoo 焰火 炮火
oqoq 粼粼
oqos 燃灯
oqou 燃料
oqpj 精锐之师
oqqd 焕然
oqqg 炒鱿鱼
oqrg 炮兵
oqrm 炮制
oqrn 燃气
oqrt 炮手
oqrv 灼热
oqso 炮楼
oqte 炮艇
oqtf 遴选
oqtj 燃香
oqtm 炮筒
oqtt 炮竹
oquc 灼痛
oqv 焰
oqvg 焰
oqvp 炊帚
oqw 炊
oqwd 炮仗
oqwt 灼伤
oqwu 炮位
oqwy 炊
oqxu 炮弹
oqy 灼
oqye 炮衣
oqyl 熘
oqyt 燃放
oqyy 灼
or 煌
orbb 烂摊子
org 粕
orgg 煌
orit 粗制滥造
orof 煤气灶
oror 煌煌
oroy 煤气炉
orrm 煤气罐
orte 粗手笨脚
ortg 精兵简政
orwl 粉白黛黑
orxt 精打细算
orxu 精兵强将
orya 数白论黄
oryl 数据库
os 灯
osab 灯节
osaj 灯草
osan 灯芯
osaw 灯花
osck 灯台
osdk 粗枝大叶
oses 灯彩
osfa 灯塔
osfp 灯壳
osg 粞
osgh 灯下
osgl 灯盏
osh 灯
oshw 灯具
osim 灯油
osiq 灯光 灯泡
osjt 灯蛾
osjy 灯影
oslh 灯罩
osna 灯展
osoj 灯烛
osoo 灯火
osqa 火树银花
osqn 灯饰
osrw 灯捻
ossa 断梗飘蓬
ossf 灯标
ossy 灯柱
ostd 灯笼
ostp 灯管
osts 灯箱
osud 灯头
osue 灯前
osvi 烂醉如泥
oswf 灯会
osxx 灯丝
osyg 灯语
osym 灯市
osyo 灯谜
osyw 灯座
ot 烽
otaw 烙花
otax 炸药
otcq 炸鸡
otd 烽
otdh 烽
otdm 粉身碎骨
otdn 炸成
otf 糙
otfg 炸坏
otfl 炸雷
otfp 糙
otga 炸开
otgh 烙下
otgk 糗事
otgo 熄灭
otgq 炸死
otgu 炸平
otgx 断简残编
oth 炸
othd 糗
othf 炸
othh 数得上
othj 糌
othn 熄
otin 烙烫
otk 烙
otkg 烙
otkm 业务员
otkt 炸响
otm 燠
otmd 燠
oto 燔
otoc 糌粑
otol 烽烟 燔
oton 炸断
otoo 烽火 熄火
otoq 火箭炮
otos 熄灯
otou 烽燧
otoy 糙米
otpu 灯笼裤
otpw 炸窝
otqg 烙印
otqk 炸锅
otqn 烙饼
otqr 烙铁
otre 料敌制胜
otrh 炸掉
otrw 烧香拜佛
ottg 数往知来
otu 烀
otud 数得着
otuh 烀
otuq 炸酱
otuv 烙痕
otva 炸毁
otwt 炸伤
otwy 精选集
otxu 炸弹
oty 敉
ou 料
oubb 粒子 料子
ouby 断章取义
ouck 断头台
oucq 焖鸡
oud 烊
oudg 燧石
oudh 烊
oudm 炸酱面
oue 燧
ouep 燧
ouey 料及
ouf 料
oufg 烂
oufh 料
oufo 精益求精
oufu 熵增
oug 粒
ougc 料到
ougg 粉妆玉琢
ougj 料理
ougo 糕
ouhk 糕点
ouij 烂漫
ouin 烂泥
ouis 料酒
ouk 焙
oukg 焙
oukh 料中
oukk 料器
oulg 料车
oulu 精疲力竭
oum 熵
oumi 料峭
oumk 熵
oumt 烂账
oun 焖
ount 烂尾
ouny 焖
ouoa 焙烧
ouoc 糍粑
ouod 烂糊
ouou 粒粒
oupg 料定
ouqn 炒冷饭
ourh 烂掉
ourm 焙制
ourq 断章摘句
ousg 烂醉
oush 料想
ouud 粒状
ouuf 料斗
ouug 火辣辣
ouuy 爆冷门
ouwb 烂仔
ouwx 烂货
oux 糍
ouxx 糍
ouya 粒度
ouyb 烂熟
ov 娄
ovai 数落
ovbb 娄子
ovdc 数码
ovdj 数百
ovdn 数万
ove 煺
ovee 数月
ovep 煺
ovf 娄
ovfg 数十
ovgd 数天
ovge 数表
ovgj 数理
ovgq 数列
ovgr 数珠
ovhh 数目
ovhk 数点
ovip 数学
ovjg 数量
ovjj 数日
ovkv 数叨
ovkw 数只
ovlm 数轴
ovny 数以
ovov 数数
ovpb 数字
ovpe 数家
ovpg 数九寒天
ovpt 数额
ovqa 数错
ovqg 数钱
ovrh 数年
ovrm 数制
ovrn 数据
ovrp 数控
ovt 数
ovtf 数千
ovtk 数种
ovty 数
ovud 数头
ovuq 数次
ovvt 数九
ovwf 数值
ovwh 数个
ovwu 数位
ovww 数人
ovxe 数组
ovxw 精妙绝伦
ovya 数度
ovyn 数词
ovyq 娄底
ovyu 数说
ovyw 数论
ow 粉
owb 炝
owbb 米袋子
owbn 炝
owd 煅
owdc 煅
owdi 粉砂
owdm 粉面
owdy 粉碎
owen 粉肠
owes 粉彩
owf 烩
owfc 烩
owff 粉墙
owfy 粉坊
owgm 粉刺
owgs 粉末
owhc 粉皮
owif 粉尘
owii 粉沙
owja 粉蝶
owkq 断代史
owlf 粉墨
own 糇
ownd 糇
ownm 粉刷
owoa 煅烧
owpu 迷你裙
owqa 燧人氏
owqc 粉色
owqk 炝锅
owqn 粉饰
owqt 类人猿
owrr 粉白
owsr 粉板
owtr 迷途知返
owts 粉条
owtt 粉笔
owud 粉状
owuv 粉妆
owv 粉
owvg 粉嫩
owvn 粉
owwa 粉黛
owwg 粉盒
owwy 粉领
owx 烨
owxa 粉红
owxf 烨
owxg 粉线
owxx 粉丝
owy 焓
owyj 粉剂
owyk 焓
owyq 粉底
ox 糨
oxix 灯红酒绿
oxk 糨
oxkj 糨
oxmt 断线风筝
oxod 糨糊
oxqc 粉红色
oxrj 精贯白日
oxts 粗线条
oy 米
oyaa 糖苷
oyaf 米勒
oyaj 粮草
oyak 煽惑
oyam 米黄
oyay 粮荒
oybb 炉子
oyck 炉台
oydg 糖厂
oydm 米面
oydo 炉灰
oydr 糖原
oyei 炉膛
oyfc 煽动
oyfh 煽起
oyfi 炫示
oyfn 糖块
oyg 炷
oygg 炷
oyhh 炫目
oyhw 炉具
oyif 糖汁
oyii 糖水
oyij 炉温
oyim 粮油
oyin 米汤
oyiq 炫耀
oyis 米酒
oyjh 米虫
oyjs 糖果
oylg 粮囤
oyll 粮田
oylx 精诚团结
oym 炕
oymn 炕
oymt 炕几
oyn 炉
oyna 煸
oyng 煽情
oyni 糖尿
oynn 煽
oynt 炉
oyny 米尺
oyo 燮
oyoc 燮
oyod 糖类
oyof 炉灶
oyog 糖精
oyoo 炉火
oyou 米粒
oyow 米粉
oyox 糖衣炮弹
oyoy 米粮
oype 粮农
oypn 糖蜜
oypu 炉衬
oyqc 米色
oyqg 米铺
oyqi 米尔
oyqn 米饭
oyrc 糖瓜
oyrm 糖罐
oysd 炉顶
oysf 粮票
oysg 糖醋
oysr 粮棉
oyst 米格
oyt 米
oytf 粮行
oytg 粮秣
oyth 糖片
oytq 糖稀
oyts 炉条
oytu 粮税
oytx 糠秕
oyty 米
oyud 炕头
oyuf 米兰
oyuh 粮站
oyum 粮商
oyuq 糖浆
oyut 粮道
oyv 粮
oyve 粮
oyvi 糠
oyvk 糖
oyw 粹
oywa 粮袋
oywb 粮仓 米仓
oywf 粹
oywv 糖分
oyww 粮价 米价
oywx 糖化
oywy 粮食
oyx 炫
oyxg 米线
oyxo 米粥
oyxq 糖纸
oyxu 糖弹
oyxy 炫
oyy 灬
oyya 糖度
oyye 糖衣
oyyh 粮店
oyyl 粮库
oyym 米市
oyyp 糖膏
oyys 炕床
oyyy 灬
p 这 之
pa 宽
paai 空荡荡
paam 密匝匝
pabv 宽限
pack 祝英台
padd 宽大
padj 宽厚
pafb 宅基地
pafh 视若无睹
pafm 穿靴戴帽
pafo 宽赦
pagk 宽带
pah 宦
pahh 宦
pahi 宽频
paim 宽敞
pait 宽泛
paiy 宦游
paj 寞
pajc 宽紧
pajd 寞
pajg 农艺师
pajh 宽畅
pajj 寥若晨星
pajy 宽旷
pakf 宽叶
pakw 视若路人
palk 宽圆
palp 宽边
pam 宽
pamh 宽幅
pamq 宽
pana 宽展
panf 宽慰
pant 安东尼奥
panu 宽屏
panx 安东尼
pany 宽心
paos 宝莲灯
papd 宽宏
papn 宦官
papu 宽裕
papw 宽容 宽窄
paqe 宽解
paqk 宽免
paqn 宽饶
paqs 字斟句酌
paqt 宽狭
parp 安营扎寨
parw 神工鬼斧
pasi 究其根源
pasw 宽松
patf 宽待
patk 宽和
patn 实获我心
patr 福斯特
paui 宽阔
pauj 军功章
paum 农工商
pavk 宽恕
pawa 宽贷
pawf 宽舒
pawn 宽假
pawt 宽余
paxh 宽绰
paxw 宽纵
paya 宽度
paye 宽衣
payh 宽让
payn 宽肩
payy 宽广
pb 字
pbab 字节
pbaj 字幕
pbay 初出茅庐
pbdc 字码
pbdm 字面
pbf 字
pbfc 豁出去
pbfn 字块
pbfq 字元
pbga 字形
pbge 字表
pbgl 字画
pbhi 字频
pbhv 字眼
pbia 字汇
pbid 字源
pbkg 字号
pbkh 字距
pbkk 字串
pbma 字典
pbmh 字帖
pbnn 字书
pbov 字数
pbqk 字句
pbrg 空降兵
pbri 神出鬼没
pbrn 字据
pbsa 字模
pbsu 字样
pbsv 字根
pbta 字长
pbts 字条
pbtw 字符
pbuj 字音
pbup 字旁
pbwd 字段
pbws 字体
pbwy 字集
pbxg 字母
pbxq 字纸
pbyl 字库
pbym 字调
pbyn 字词
pbyo 字迹
pbyq 字义
pbyw 客随主便
pcfn 赛马场
pcgq 神圣不可侵犯
pcie 牢骚满腹
pcll 实验田
pcpg 实验室
pcpw 空对空
pctl 宝马香车
pcyd 神通广大
pd 害
pdad 福布斯
pdah 豁牙
pdaj 割草
pdan 宠辱若惊
pdav 割切
pdbg 寡陋
pdbm 寄出
pdbw 割除
pdc 宏
pdcb 寄予
pdcm 宏观
pdcq 寡欢
pdct 窒碍难行
pdcu 宏
pdcw 福慧双修
pddd 宏大
pddh 寄存
pddp 豁达
pddr 宏愿
pddy 豁达大度
pde 寡
pdef 宥
pdek 害臊
pdep 宠爱 割爱
pdet 宠用
pdeu 割胶
pdev 寡
pdey 割脉
pdf 宕
pdfb 割地
pdfc 割去
pdfe 宸
pdfg 宠坏
pdfk 害喜
pdfn 寄卖
pdfq 宏远
pdfu 宠幸
pdfx 福寿无疆
pdga 割开
pdgc 寄到
pdgf 寄于
pdgh 割下
pdgm 视而不见
pdgn 宠辱不惊
pdgo 寄来
pdgq 割裂 害死
pdgt 割麦
pdgv 寡妻
pdh 害
pdhh 寄上
pdhj 割
pdhk 豁 害
pdhv 害眼
pdia 富春江
pdil 安邦治国
pdit 宁夏省
pdjh 害虫
pdjq 祸在旦夕
pdkf 寡味
pdkh 豁嘴
pdkk 豁口 突破口
pdla 宁夏回族自治区
pdld 宏恩
pdlk 寄回
pdlt 宏图
pdly 宁夏回族
pdmw 割肉
pdnd 寄居
pdng 寄情
pdnr 害怕
pdnt 突破性
pdnx 宠惯
pdog 宏业
pdon 割断
pdpg 宏富
pdpj 寄寓
pdpl 安邦定国
pdpw 寄宿
pdpy 割礼
pdqd 豁然
pdqg 寄钱
pdqk 豁免
pdqt 宠儿
pdqy 害鸟
pdra 穷而后工
pdrh 割掉
pdrn 割据
pdrt 寄托
pds 寄
pdsk 寄
pdsm 宕机
pdsw 穷奢极欲
pdtd 寄籍
pdte 割稻
pdtg 寄生
pdth 害处
pdtj 害得
pdtm 寄身
pdtr 宠物
pdty 寄往
pdu 寮
pdub 寡闻
pdud 害羞 寄送 寡头
pdue 宏毅
pdug 害病
pdui 寮
pdul 害兽
pdut 穷原竟委
pdux 寄递
pdvn 宠妃
pdvv 寡妇
pdwf 宏伟 割舍
pdwg 寡合
pdww 害人
pdwy 寄信 家破人亡
pdx 宠
pdxb 宠
pdxg 寡母
pdxj 宏旨
pdxw 寄给
pdxy 宠辱皆忘
pdya 割席
pdyb 割离
pdyc 割弃
pdyg 寄语 寄主
pdyh 割让
pdyn 寄望
pdyp 豁亮
pdyt 寄放
pdyv 豁朗
pdyw 宏论
pdyy 寡言
pe 家
peaa 农工
peah 家臣
pean 家世 农艺
peax 农药
pebb 家子
pecc 农桑
pedc 农友
pedd 农大
pede 家有
pedg 家犬
pedh 家在
pedi 农耕
pedl 农历
peea 农膜
peet 家用
pefb 农地
pefc 农运
pefj 家进
pefl 农协
pefn 农场
peft 家教
pefu 家境
pefw 家规 农夫
peg 宜
pegd 家蚕
pegf 宜 宜于
pegg 窥豹一斑
pegh 家政
pegk 家事 农事
pego 家严
pegw 家珍
pehw 家具 农具
pei 农
peif 家法
peih 家小
peip 家常
peit 农活
peiv 家当
peiw 宜兴
pejf 家里 农时
pejj 宜昌
pejn 家电
pejy 家景
pekh 家中
pekk 家口
pekq 家史
pelf 家园
pelg 农用车
pell 农田
pelx 家累
pema 家贼
pemf 家财
pemq 家风
pena 农民
pend 家居
penf 家丑
penn 家书
pent 家属
peny 农忙
peog 农业
pepe 农家
pepg 家室
pepj 家宴
pepr 宜宾
pept 家宅
pepy 家祖
peqi 家乐
peqt 家猫
peqy 农贸
perf 农技
pesa 农械
pesf 农村
pesg 家丁
pesm 农机
pess 农林
peta 家长
petc 家私
petf 农行
petl 家务
petr 农牧
petu 农科
petv 农委
petx 家系
peu 家
peud 家眷
peuj 穷且益坚
peuq 农资
peus 农闲
peut 家产 家道
peux 家慈
peuy 家门
pevc 农奴
peve 农垦
pevn 家鼠
pevv 农妇
pewa 农贷
pewf 家传 家什
pewg 家鸽
pewo 家伙
pewq 家父
peww 家人 宜人
pewy 家禽 家信
pexg 家母
pext 家乡
pexw 家给
pey 冢
peyf 家计 农庄
peyg 家主
peyk 家训
peyn 农户
peyq 家底
peyt 家庭 家族
peyu 家谱 冢
peyx 家畜
peyy 家访 神采奕奕
pf 守
pfaa 完工
pfab 守节
pfad 寒苦
pfaf 祸起萧墙
pfah 寒邪
pfaq 赛区
pfar 宗匠
pfbb 塞子
pfbc 完聚
pfbg 守卫
pfbk 守职
pfbm 赛出
pfbn 完了
pfbw 突击队
pfca 完戏
pfce 富士通
pfcg 福无双至
pfcn 赛马
pfdc 寒碜
pfdf 穿云破雾
pfdg 守土有责
pfdh 守在
pfdn 完成
pfet 完胜
pfev 寒腿
pffb 赛地
pffd 守城
pfff 守土
pffg 寒士
pffj 塞进
pffk 寒露
pffn 赛场
pffp 赛过
pffs 寒霜
pfft 宗教
pffu 守丧
pffw 神魂颠倒
pfga 完形
pfgc 塞到
pfgd 穿云裂石
pfgf 密云不雨
pfgi 神志不清
pfgk 完整 完事 赛事
pfgm 塞责
pfgq 寓教于乐
pfgv 冥顽不灵
pfgw 空无一人
pfgx 寒素
pfhh 塞上
pfhj 守旧
pfhk 寒战
pfhm 守贞
pfi 宗
pfia 完满
pfif 守法 宗法 寒潮
pfig 福地洞天
pfiq 寒光
pfir 宗派
pfiu 宗
pfiy 寒流
pfj 寒
pfjc 骞
pfje 褰
pfjf 塞 守时 寒暑
pfjg 宗师
pfjh 蹇
pfjm 赛
pfjp 寒暄
pfjq 冠冕
pfjr 搴
pfjs 寨
pfjt 寒星
pfju 寒
pfjy 謇
pfkh 赛跑
pfkk 军需品
pfkq 宗兄
pfks 寒噤
pflg 塞车 赛车
pfma 安魂曲
pfmf 守财
pfmi 寒峭
pfmj 守则
pfmm 富士山
pfmq 寒风
pfmt 完败
pfng 守恒
pfnh 完蛋
pfny 寒心 冠以
pfog 守业
pfol 寒烟
pfov 宗数
pfoy 完粮
pfpd 守寡
pfpe 实干家
pfpg 宗室
pfpi 寒宵
pfpk 守宫
pfpl 冠军
pfpw 寒窗
pfpy 宗祠
pfq 完
pfqa 初露锋芒
pfqb 完
pfqc 寇
pfqf 冠
pfqh 塞外
pfqk 冠名
pfqm 礼坏乐崩
pfqt 宁馨儿
pfrd 空无所有
pfrf 守擂
pfrg 赛后
pfrm 赛制
pfrn 寒气 赛扬
pfrt 突击手
pfrv 守势
pfry 守护
pfsg 寒酸
pfst 寒梅
pftb 赛季
pftd 守敌
pfte 赛艇
pftf 寒毛
pftj 塞得
pftk 赛程
pftl 完备 守备
pftm 寒微
pfto 寒秋
pftr 赛特
pftt 安土重迁
pftu 寒冬
pfty 完稿
pfu 守
pfuc 完竣
pfud 完善
pfue 赛前
pfug 完美
pfuh 客运站
pfui 寒冰
pfuj 寒意
pfuk 赛况
pfuq 守将
pfus 宗亲
pfut 赛道
pfuw 寒冷
pfux 塞北
pfuy 守门
pfvb 完好
pfvo 守灵
pfvq 完婚
pfvt 冠群
pfwd 赛段
pfwf 寒舍
pfwg 完全
pfwh 守候
pfwn 寒假
pfwq 宗仰
pfwv 寇仇
pfww 完人
pfwy 守信 守住 塞住
pfxf 完结
pfxj 宗旨
pfxn 守纪
pfxq 守约
pfxw 塞给
pfxx 完毕
pfyc 官运亨通
pfye 寒衣
pfyf 空城计
pfyg 寨主
pfyl 寒颤
pfym 宗庙
pfyn 守望
pfyt 宗族
pfyu 宗谱
pfyw 寒夜 守夜
pg 定
pgaa 定式
pgad 定期 宝藏
pgaj 宝蓝
pgal 定苗
pgbb 定子
pgbj 富阳
pgbm 写出
pgc 室
pgce 定能
pgcf 室
pgcm 密不通风
pgcn 宝马
pgcq 宝鸡
pgdc 室友
pgde 富有
pgdf 定夺
pgdg 宝石
pgdh 写在
pgdm 宣布
pgdn 写成
pgdt 富邦
pgdy 富矿
pgel 字正腔圆
pgf 宇
pgfa 宝塔
pgfb 宝地
pgfd 宣城
pgfg 富士
pgfh 写真
pgfi 宣示
pgfj 宇 实事求是
pgfp 写过
pgfr 完整无缺
pgft 定都
pgfw 定规
pgga 定型 定形
pggc 写到
pggf 定于 富于
pggh 写下 定下 容不下
pggj 定理
pggm 富丽
pggn 宁死不屈
pggr 宝珠
pggu 定于一尊
pggy 宝玉
pgh 定
pghg 定睛
pghh 写上
pghk 定点 宣战
pghn 定鼎
pghu 定
pghv 定眼
pgia 宣泄
pgid 富源
pgif 写法
pgih 富婆
pgij 室温
pgir 富丽堂皇
pgiv 定当
pgj 宣
pgje 写明
pgjf 定时
pgjg 宣 定量
pgjt 寒来暑往
pgjv 写照
pgjy 写景
pgk 富
pgkg 宝号
pgkh 宝贵 富贵 富足
pgkl 富
pgkm 定员
pgld 定罪
pglg 富国
pglh 富甲
pglk 写回
pglt 定力
pglw 定界
pgm 寅
pgma 宝典
pgmh 宝贝
pgmj 定则
pgmm 宝山
pgmq 宽带网
pgmw 室内 寅
pgn 写
pgna 富民
pgnd 定居
pgng 写 定情
pgnn 定局 写书
pgnr 官逼民反
pgns 穷形尽相
pgnt 定性
pgnv 福至心灵
pgny 定心
pgog 农副业
pgon 定断
pgov 定数
pgpb 写字
pgpe 军事家
pgpf 写完
pgpg 宝宝
pgpl 冠亚军
pgpm 宇宙
pgpt 定额 神来之笔
pgpu 富裕 写实
pgpv 定案
pgpw 神不守舍
pgpy 定神
pgqd 定然
pgqg 定钱
pgqh 室外
pgqi 定销
pgqj 实至名归
pgqk 定名
pgqm 宝钢
pgqn 富饶
pgqq 定金
pgqs 宝刹
pgqt 安琪儿
pgqy 宝岛
pgrm 定制
pgrn 宣扬
pgrr 宣誓
pgrt 写手
pgrv 定势
pgsd 牢不可破
pgsf 定标
pgsg 写本
pgsh 定相
pgsk 定可
pgst 定格
pgtd 神不知
pgte 宇航
pgtf 宣告
pgtg 写生
pgth 定息
pgti 神不知鬼不觉
pgtk 宣和
pgtm 定向
pgtq 宣称
pgtr 宝物
pgtv 定律
pgtw 寡不敌众
pgty 定稿 写稿 写入
pgud 宣判
pgug 宝盖
pguj 写意
pgum 富商
pguq 定将
pgus 定亲
pgut 写道 祸不单行 裙带关系
pguw 定准
pgvb 写好
pgvj 视死如归 宾至如归
pgvk 宣召
pgvn 宝刀
pgvv 室女
pgwc 富翁
pgwd 定做
pgwf 宣传 安理会
pgwg 宝剑
pgwt 写作 富余
pgwu 定位
pgww 定价 富人
pgwy 写信
pgxe 定级
pgxk 富强
pgxn 寒武纪
pgxq 宣纸
pgxw 写给
pgxx 富比
pgxy 定编
pgy 宝
pgya 富庶
pgyf 宣读 宣讲 写诗
pgyg 定语
pgyi 写就
pgyk 祸不旋踵
